,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,PG1,PG2
23,1,0,17,1,1,1,4,3,2,5,2,2,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,11,12
24,1,0,17,1,1,1,2,1,3,5,2,2,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,12,16
25,1,0,17,1,1,1,3,3,4,5,3,2,1,1,0,0,1,1,1,1,1,1,0,4,2,5,2,5,5,2,11,12
26,1,1,16,1,1,1,3,1,5,5,2,2,1,1,0,0,0,0,1,1,1,0,0,5,3,2,2,2,5,0,13,13
27,0,1,17,0,0,1,2,2,3,3,4,2,3,4,1,0,1,0,0,1,1,0,0,1,3,5,3,5,3,2,10,8
28,1,1,17,0,1,1,2,2,5,3,4,2,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,9,10
29,1,0,16,1,1,1,4,4,2,5,1,2,1,1,0,0,1,0,0,1,1,1,0,4,4,4,1,2,2,6,17,17
30,1,1,18,1,1,1,4,2,1,5,1,2,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,15,16
31,0,0,16,0,1,1,4,4,2,1,2,1,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,3,2,0,14,16
32,1,0,15,1,0,0,3,3,5,5,4,2,1,1,0,0,0,0,0,1,1,1,0,5,3,4,4,4,1,0,13,12
33,1,0,17,1,1,1,1,1,5,5,3,2,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14,15
34,1,1,16,1,1,1,2,2,3,5,2,1,2,2,0,0,0,0,1,0,1,1,0,4,4,2,1,1,3,6,12,10
35,0,0,18,1,0,1,1,1,5,4,2,2,2,2,0,1,0,0,0,1,1,0,0,2,3,5,1,4,3,8,9,8
36,1,1,16,1,0,1,1,1,3,5,3,2,1,2,2,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,10,10
37,1,1,16,1,1,1,2,1,5,5,3,2,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16
38,1,1,18,1,1,1,1,2,4,5,1,0,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,10,10
39,1,0,17,1,0,1,2,1,5,5,1,1,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,11,12
40,1,0,18,1,0,1,3,3,3,3,1,2,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,4,14,14
41,1,0,15,1,1,1,4,4,1,3,3,2,1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2,13,13
42,1,1,15,1,0,1,4,3,1,3,1,2,1,3,0,0,1,0,1,1,1,1,0,5,4,3,1,1,4,0,14,14
43,0,1,16,1,0,0,2,2,5,3,3,1,2,2,0,0,1,0,0,0,1,1,1,4,1,2,2,2,5,0,12,13
44,1,1,16,1,1,1,0,2,5,5,4,2,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12
45,1,1,16,1,0,1,1,2,2,3,3,2,2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,9,8
46,1,1,18,1,0,1,2,2,5,5,3,2,1,4,0,0,1,1,1,1,1,1,0,4,5,5,2,4,5,0,11,11
47,0,1,17,1,1,1,1,1,5,5,1,2,1,2,0,0,0,1,0,0,1,1,0,4,4,3,2,4,5,4,8,9
48,1,1,16,0,1,1,3,3,3,3,2,2,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11,10
49,1,1,16,1,0,1,4,3,3,5,2,2,1,2,0,0,1,0,1,1,1,1,0,5,4,2,1,2,5,6,12,12
50,0,0,16,0,1,1,2,3,5,3,3,2,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,15,15
51,1,0,16,1,1,1,2,2,3,5,2,2,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,13,12
52,1,0,17,1,1,1,3,1,5,4,1,2,1,1,1,0,1,1,0,1,1,1,1,4,1,2,1,1,3,6,10,13
53,0,0,19,1,0,0,1,1,4,5,3,2,1,1,0,0,1,0,0,1,0,0,0,1,4,4,1,1,5,0,6,8
54,1,1,18,1,1,1,2,1,5,5,1,2,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16
55,1,0,15,1,1,1,1,2,4,5,3,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,13,12
56,1,1,16,1,1,1,4,4,3,3,3,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0,15,13
57,0,0,18,1,1,1,2,3,4,3,3,1,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,10,10
58,1,1,19,1,1,1,3,2,3,4,1,2,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,11,9
59,1,0,16,1,1,0,2,2,5,5,1,2,1,1,1,0,0,0,0,1,1,0,0,5,3,4,1,1,5,12,13,11
60,1,0,17,1,0,1,2,4,3,3,3,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15
61,1,0,17,0,0,1,3,1,3,5,2,2,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,18,19
62,1,0,16,1,1,1,2,3,5,5,2,2,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11,12
63,1,0,18,1,0,1,1,1,5,5,1,2,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,13
64,1,1,18,1,0,1,4,3,1,3,3,2,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,10,10
65,0,0,15,0,0,1,1,1,4,5,3,2,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0,9,10
66,0,0,16,1,1,1,2,2,3,5,3,2,1,1,0,0,1,1,1,1,1,0,1,4,2,5,1,2,5,0,17,16
67,1,1,18,1,1,1,2,2,5,5,2,2,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,14
68,0,0,15,1,1,1,2,1,4,5,1,2,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,9,10
69,0,0,17,0,1,1,1,1,4,5,2,2,2,1,0,0,1,0,1,0,1,1,1,4,4,5,1,2,5,0,11,11
70,1,0,18,0,0,1,1,1,4,5,2,2,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,17,17
71,1,0,18,1,1,1,2,1,3,5,2,2,1,2,3,0,1,0,1,1,0,1,1,5,4,5,1,3,5,10,10,9
72,1,0,18,0,1,1,2,2,4,5,3,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,14,13
73,0,0,15,0,1,1,1,1,4,3,4,2,1,1,1,0,1,0,0,1,1,0,1,4,1,3,1,1,2,6,10,10
74,0,0,17,1,1,0,1,1,4,4,4,2,1,2,0,0,0,0,1,1,1,1,1,4,5,5,1,2,3,2,11,10
75,1,0,21,1,0,1,4,4,5,5,2,0,1,3,2,0,0,1,1,1,1,1,0,3,3,2,1,1,5,0,9,12
76,0,0,16,0,1,1,2,2,4,5,3,2,2,2,1,0,1,0,1,0,1,0,0,4,4,4,2,3,5,2,12,11
77,1,1,15,1,1,1,4,3,1,3,3,1,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,6,9,11
78,1,0,17,1,1,1,2,2,3,3,2,2,1,2,0,0,1,0,1,1,1,1,0,4,3,4,1,3,4,0,13,17
79,0,0,17,1,1,1,4,2,1,3,1,2,1,2,0,1,1,0,1,1,1,1,0,5,5,5,1,3,5,0,8,8
80,1,0,18,1,1,1,2,1,5,5,2,2,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,12,13
81,1,1,16,1,0,0,4,4,1,2,2,2,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,6,9,9
82,0,0,15,0,0,1,1,1,4,3,2,1,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,4,0,10,10
83,0,0,18,0,0,0,4,2,1,5,2,2,1,2,0,0,0,0,1,1,1,1,1,5,3,1,1,1,5,0,5,0
84,1,0,17,1,1,1,3,2,5,5,1,2,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,12,13
85,1,0,16,1,1,1,4,2,2,3,1,1,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,17,17
86,0,0,17,1,1,1,4,2,5,5,3,2,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0,17,18
87,1,0,17,0,1,1,2,4,4,5,3,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,15,15
88,0,0,17,1,1,1,4,2,1,5,3,1,2,4,0,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,18,18
89,0,1,18,0,1,1,1,1,3,5,3,0,2,1,1,0,1,0,0,1,0,1,1,5,3,3,2,3,5,2,9,7
90,1,0,15,0,0,1,2,2,2,3,2,2,2,2,0,1,1,0,0,1,1,1,0,4,1,3,1,3,4,0,11,10
91,1,0,18,1,1,1,2,2,5,5,3,2,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,10,10
92,1,0,17,1,1,0,3,3,2,5,2,2,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13
93,1,1,18,0,0,1,3,3,5,3,3,2,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,9
94,1,0,19,1,1,1,4,4,2,5,2,0,2,2,0,0,1,0,1,1,1,1,0,2,3,4,2,3,2,2,14,13
95,0,0,18,1,1,1,1,1,5,5,3,2,2,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,11,12
96,1,1,17,1,1,1,3,3,2,5,1,2,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,14,15
97,0,0,17,1,1,0,1,0,5,5,4,2,2,2,0,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1,11,9
98,1,0,15,1,0,0,3,4,5,5,1,2,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,10,11
99,1,0,15,1,1,1,4,2,5,5,2,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,15,15
100,0,1,19,0,1,1,1,1,5,3,1,0,3,2,1,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,10,9
101,1,0,16,1,1,1,2,1,5,5,3,2,1,2,0,0,1,0,0,1,1,0,1,4,3,5,1,1,5,0,13,12
102,0,0,16,1,1,1,4,4,2,2,3,2,1,2,0,0,1,0,0,1,1,1,1,4,3,4,1,2,3,4,8,8
103,1,1,17,0,1,1,2,1,5,5,3,2,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12
104,1,0,17,1,1,1,4,4,1,3,3,2,1,3,0,0,1,0,1,1,1,1,0,5,4,4,1,3,4,0,13,12
105,0,0,18,0,1,1,4,4,5,1,4,1,3,2,0,0,1,0,0,0,1,1,1,3,2,2,4,2,5,0,7,5
106,1,1,16,1,0,1,1,1,5,5,1,2,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9
107,1,0,17,1,1,1,1,1,4,3,3,2,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11
108,1,0,17,0,1,1,4,3,1,5,2,2,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11,12
109,1,0,15,0,1,1,2,4,3,2,3,2,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,10,11
110,1,1,15,1,1,1,3,4,3,3,1,1,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,2,9,9
111,1,0,16,1,0,1,2,2,5,4,3,1,2,2,1,1,0,0,1,1,1,1,0,4,3,3,2,2,5,14,10,11
112,1,1,15,1,0,1,1,2,5,5,3,2,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,8,9
113,0,0,18,1,1,1,1,1,4,3,3,2,3,2,1,0,0,0,0,1,0,0,0,4,4,2,1,2,2,2,9,10
114,0,0,18,1,1,1,1,2,4,4,3,1,2,2,0,0,1,0,0,1,0,0,0,4,1,1,1,1,4,0,11,11
115,0,1,20,0,1,1,1,1,5,5,3,0,2,1,1,0,1,0,0,1,0,1,1,4,4,3,2,4,4,12,8,11
116,1,0,17,1,1,1,2,2,5,3,2,1,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,13,15
117,0,1,17,1,1,1,3,4,3,5,4,2,1,2,1,0,1,0,1,0,1,1,1,5,4,4,3,4,5,8,8,9
118,1,1,17,1,0,0,4,4,2,5,2,2,1,3,0,0,1,0,0,1,1,1,0,4,4,2,1,2,4,2,12,15
119,0,1,17,1,1,1,3,3,2,5,3,2,2,2,1,0,1,0,0,1,1,1,0,4,5,4,2,3,3,4,8,9
120,1,0,17,1,1,1,4,3,5,5,2,2,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,11,9
121,1,1,17,0,1,1,2,2,5,5,3,1,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13
122,1,0,18,1,1,0,3,2,5,3,3,0,1,3,0,0,1,0,1,0,1,1,1,4,3,3,5,1,5,10,12,11
123,0,0,15,0,1,1,1,1,4,5,1,1,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,11,10
124,1,0,18,1,0,0,2,2,3,5,2,2,2,2,0,0,1,0,0,1,1,1,0,4,1,4,1,3,4,10,14,17
125,1,1,18,1,1,1,4,3,1,5,3,2,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,14,13
126,1,0,17,0,1,1,4,2,5,5,3,2,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2,11,12
127,0,0,19,0,1,0,1,1,4,4,3,0,2,2,3,0,1,0,1,1,0,0,1,3,5,4,1,4,1,0,8,0
128,1,1,16,1,1,1,3,2,5,5,1,2,1,1,0,0,1,0,0,0,1,1,0,5,4,3,1,1,5,4,12,12
129,1,1,15,1,1,1,4,2,5,5,3,2,1,4,0,0,0,0,0,1,1,1,0,3,3,3,1,1,3,0,11,9
130,1,0,17,1,1,1,2,2,5,5,3,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,14,13
131,1,1,16,1,1,1,4,4,3,3,4,2,1,1,0,1,1,0,1,1,1,1,0,4,5,5,5,5,4,12,9,9
132,0,0,17,1,1,1,4,3,1,5,4,2,2,2,0,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,6,9
133,0,0,19,1,1,1,1,1,5,5,3,0,2,2,1,0,1,0,0,1,1,1,1,1,1,4,4,1,1,12,7,8
134,1,1,15,1,1,1,4,4,2,3,1,2,1,2,0,0,1,1,0,0,1,1,0,5,4,2,3,4,5,0,10,11
135,1,0,18,1,1,1,2,3,5,3,2,1,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,16
136,0,0,16,1,1,1,1,3,4,5,4,1,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,10,11
137,0,0,16,0,1,1,1,1,5,5,1,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,0,13,10
138,1,0,15,0,1,1,1,1,4,5,1,2,2,4,0,1,1,1,1,1,1,1,0,3,1,2,1,1,1,4,13,13
139,1,0,16,1,1,1,1,1,3,3,3,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,0,10,10
140,0,0,18,1,1,1,3,3,5,5,1,2,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,16,16
141,1,0,17,0,1,0,3,2,5,5,1,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,14,14
142,1,0,17,1,1,1,2,2,4,4,3,2,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12,12
143,1,0,16,1,1,1,4,4,2,2,2,2,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,16,16
144,1,0,18,0,1,0,3,2,5,3,1,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,12,9
145,1,0,17,0,1,1,2,2,5,5,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,21,13,13
146,0,1,16,0,1,1,2,2,3,3,3,2,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,6,7,8
147,1,1,16,0,1,0,4,4,5,1,2,2,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,4,13,13
148,1,0,15,1,1,1,4,3,3,5,2,2,1,1,0,0,0,0,1,1,1,1,0,4,5,5,1,3,1,6,14,13
149,0,0,16,0,0,1,1,1,4,5,3,1,3,2,0,0,1,0,0,1,1,0,0,5,3,2,1,1,1,0,16,17
150,0,0,17,1,0,1,1,2,4,5,3,1,1,1,0,0,0,0,0,1,1,1,0,5,5,1,1,1,3,0,7,10
151,1,1,16,0,1,1,4,3,3,5,2,2,2,1,0,1,1,1,1,0,1,1,0,3,3,3,1,1,4,6,9,11
152,1,1,18,1,1,1,2,2,5,5,1,2,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9
153,1,0,18,1,0,1,1,1,5,4,1,2,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,11,12
154,1,0,15,1,1,1,1,2,4,3,3,1,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6,11,11
155,1,1,15,1,0,1,2,2,3,3,1,2,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,2,13,12
156,1,0,17,1,0,1,4,2,1,3,2,2,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2,14,15
157,0,0,17,0,1,1,0,0,4,5,3,2,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11
158,0,1,17,0,0,1,1,2,4,3,2,2,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,4,10,11
159,0,0,16,0,1,1,2,3,4,3,3,2,2,2,0,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,16,17
160,1,0,16,1,1,1,1,3,4,3,1,2,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,14,13
161,0,1,16,1,0,1,2,1,4,3,3,2,2,1,0,0,1,0,1,1,1,1,0,2,4,3,2,3,4,4,10,8
162,1,0,19,1,0,0,1,1,5,5,3,0,3,2,2,0,1,0,0,0,1,1,1,5,3,4,1,1,4,2,8,8
163,0,1,17,0,1,1,1,1,5,3,3,2,2,1,0,0,1,0,1,0,1,1,1,4,5,5,1,3,2,0,10,9
164,1,1,18,1,0,1,2,2,3,3,2,2,1,2,0,0,1,0,1,0,0,1,0,4,4,4,1,3,3,11,9,11
165,0,0,16,0,0,1,2,2,5,5,1,1,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0,14,14
166,1,0,15,0,1,1,3,4,3,1,3,1,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,10,11
167,1,1,18,1,1,1,3,2,3,5,3,2,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8,7,8
168,1,0,16,1,1,0,3,3,5,5,3,0,2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,4,9,9
169,0,1,17,1,0,1,3,1,3,3,3,2,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,10,10
170,0,0,17,0,1,1,1,1,4,4,3,1,2,1,0,0,1,0,1,1,0,1,1,3,5,5,2,2,4,3,10,11
171,1,1,19,0,0,1,2,1,4,3,3,2,2,3,1,0,0,0,1,1,1,1,1,4,3,1,1,1,5,0,9,10
172,1,1,15,0,1,1,4,3,1,4,3,2,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,13,14
173,1,1,18,1,1,1,2,1,3,3,4,2,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7,8
174,1,0,16,1,0,1,1,2,5,3,2,1,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,0,13,13
175,0,0,17,0,1,1,3,2,4,5,3,1,1,2,1,0,0,0,0,1,1,0,1,4,5,4,1,2,5,0,10,10
176,1,0,18,1,1,1,2,1,3,5,3,2,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,2,1,2,12,12
177,1,0,17,1,0,1,2,2,5,5,3,1,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,13,12
178,1,1,16,1,1,1,4,3,2,3,2,2,1,4,0,0,0,0,1,1,1,1,0,4,2,2,1,1,2,2,17,17
179,1,0,16,1,0,1,2,2,4,5,3,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,13,11
180,1,1,15,1,1,1,2,2,3,3,1,1,1,4,0,0,1,0,1,1,1,1,0,5,5,4,1,2,5,6,14,13
181,0,1,16,1,1,1,4,4,5,1,3,1,1,2,0,0,1,0,1,1,1,0,1,4,3,1,1,1,3,0,13,12
182,1,1,17,0,1,1,2,2,3,5,3,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,11,10
183,0,1,17,0,1,1,2,1,5,5,4,2,3,1,0,0,0,0,1,1,0,0,1,5,5,5,5,5,3,8,8,10
184,0,1,17,0,1,1,4,4,2,5,3,1,3,1,3,0,0,0,1,1,1,1,1,3,3,3,1,3,5,2,9,9
185,0,0,15,0,0,1,1,1,5,3,3,2,2,1,1,0,1,0,0,1,1,1,1,4,4,3,1,2,2,4,6,7
186,0,1,18,1,0,1,4,4,1,3,4,2,2,3,0,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,15,16
187,0,0,18,1,1,1,1,1,5,5,3,2,3,2,2,0,0,0,1,1,1,0,1,3,4,4,2,2,5,3,7,8
188,0,1,18,0,1,1,4,4,4,3,4,2,3,1,0,0,1,1,1,1,1,1,1,2,5,5,1,1,1,5,12,13
189,0,0,15,0,0,1,2,1,4,5,1,2,2,1,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,6,8
190,1,1,16,1,1,1,2,3,5,5,1,1,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12
191,0,0,15,0,1,1,3,3,3,5,2,2,1,2,0,0,1,0,0,1,1,1,1,4,5,4,1,1,1,4,13,12
192,0,0,17,0,1,1,2,2,5,5,4,2,2,2,0,1,0,1,0,1,1,0,0,5,1,3,1,1,5,0,11,9
193,1,0,15,1,1,1,4,4,3,3,3,2,1,1,0,1,1,0,0,1,1,1,0,3,3,4,2,3,5,0,13,12
194,1,0,17,1,0,1,3,3,5,5,2,2,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,14,13
195,1,1,17,0,1,1,1,2,4,5,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6,9,9
196,1,0,18,0,1,1,2,1,5,5,2,2,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,8,9
197,0,1,15,1,1,1,3,3,3,3,3,1,2,1,0,0,1,0,1,0,1,1,0,4,3,3,2,4,3,11,12,10
198,0,1,15,1,0,1,3,3,4,4,2,1,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,0,11,11
199,0,1,18,1,1,1,3,3,4,4,3,2,1,2,2,0,1,0,1,1,0,1,0,4,4,5,1,3,3,9,4,8
200,1,0,20,0,1,1,1,1,5,5,2,0,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,11,15
201,0,0,16,1,1,1,3,3,5,5,2,2,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,14,13
202,1,1,16,1,1,1,4,4,2,5,2,1,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13
203,1,0,16,1,1,0,2,1,5,5,4,2,1,2,0,0,0,0,1,1,1,1,1,5,3,4,1,1,2,2,12,13
204,1,0,17,1,1,1,3,4,4,3,1,2,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9
205,0,0,18,1,0,0,1,2,4,5,2,2,2,2,0,0,0,0,0,1,1,1,0,4,4,3,1,2,4,0,12,13
206,0,1,18,0,1,1,4,2,5,5,1,1,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,0,7,7
207,1,1,17,1,1,1,3,3,5,3,2,2,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,17,18
