,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,PG1,PG2
26,1,1,15,1,0,1,1,2,5,4,1,1,1,2,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,0,14,13
27,1,0,19,1,1,1,3,3,5,5,2,0,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,12
28,0,1,16,0,0,1,1,1,4,5,3,2,2,1,0,0,0,0,1,1,1,1,0,4,5,5,2,4,5,0,10,10
29,1,0,16,1,0,1,4,4,2,2,4,2,1,3,0,0,1,0,1,1,1,1,1,5,4,5,1,1,4,2,15,15
30,1,0,17,1,0,1,1,1,4,4,3,2,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,11,10
31,0,0,18,1,1,1,1,2,5,5,3,1,1,2,1,0,1,0,1,1,1,1,1,3,4,4,2,3,5,9,9,8
32,1,1,17,0,1,1,1,3,5,5,3,1,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,14,12,11
33,1,0,17,0,1,1,2,4,4,5,3,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,15,15
34,1,1,16,1,1,1,4,4,1,1,3,2,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,16,9,9
35,1,0,18,1,1,1,4,3,3,5,1,1,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,15
36,1,0,18,1,0,1,1,1,5,4,1,2,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4,11,12
37,0,0,18,1,1,0,1,2,4,5,3,2,2,2,2,0,1,0,0,1,1,0,0,4,3,3,1,1,5,2,6,8
38,0,1,18,0,1,1,1,3,4,5,3,2,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,8,10
39,1,0,17,0,1,1,4,4,1,1,3,2,1,1,0,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,15,16
40,0,0,18,1,1,1,1,1,5,5,3,2,2,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,11,12
41,0,0,17,0,1,1,1,2,5,3,3,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,13,13
42,0,1,17,1,1,1,2,2,5,5,3,2,1,1,1,0,0,0,1,1,1,0,1,1,2,1,2,3,5,0,7,0
43,1,1,17,1,1,1,4,3,5,5,3,2,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,11,11
44,0,0,17,1,1,1,2,2,5,4,1,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,10,11
45,1,1,16,1,1,1,0,2,5,5,4,2,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12
46,0,1,16,0,1,1,2,2,3,3,3,2,2,1,0,0,1,0,1,1,1,1,1,5,4,3,2,4,4,6,7,8
47,1,1,15,1,1,1,4,3,1,5,1,2,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,3,5,0,11,11
48,1,1,16,1,1,1,2,2,5,5,3,1,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,9,10
49,1,0,17,1,1,1,3,4,3,5,3,2,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,11,13
50,1,0,15,1,0,1,4,3,3,3,2,1,1,2,0,1,0,0,1,1,1,1,1,4,4,4,2,4,2,0,13,12
51,0,1,18,1,0,1,1,2,4,3,1,2,2,1,0,0,1,0,0,0,1,0,0,4,1,4,5,5,1,8,10,11
52,1,1,16,1,1,1,3,3,4,5,2,0,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,9,11
53,0,0,16,0,0,1,1,1,3,3,1,2,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2,14,14
54,0,1,16,0,1,1,3,4,5,2,4,2,3,2,0,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,9,10
55,1,0,17,1,1,1,4,3,2,3,2,2,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,2,3,0,17,18
56,1,0,18,1,1,0,4,4,4,1,3,2,2,2,0,1,0,0,0,1,1,0,0,4,3,4,1,1,3,4,0,11
57,1,0,19,1,0,0,2,3,4,5,1,0,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,10,11
58,0,0,18,0,0,1,4,4,5,5,2,2,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,15,17
59,0,0,16,0,1,0,2,2,2,5,3,2,1,2,0,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2,8,10
60,1,0,18,1,0,0,2,4,3,5,3,2,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,18,10,10
61,1,0,17,1,1,1,1,1,5,5,3,2,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14,15
62,0,0,18,1,1,1,1,1,5,5,3,2,3,2,2,0,0,0,1,1,1,0,1,3,4,4,2,2,5,3,7,8
63,0,0,16,0,1,1,1,1,5,5,1,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,0,13,10
64,1,0,19,0,1,1,3,2,3,3,2,1,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,9,8
65,0,1,19,1,1,1,3,2,4,3,3,2,2,1,3,0,0,0,1,1,1,0,0,3,2,1,1,1,3,4,6,11
66,1,1,16,1,1,1,4,4,2,5,3,2,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,4,12,13
67,1,1,15,1,1,1,2,2,5,5,1,2,1,1,0,0,1,0,0,1,1,1,0,4,2,2,1,2,5,8,11,12
68,1,0,16,1,1,1,4,3,1,5,4,2,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4,14,15
69,0,1,17,1,0,1,3,1,3,3,3,2,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,10,10
70,1,1,17,1,0,0,3,2,1,3,1,2,1,1,0,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,13,13
71,0,1,15,1,1,1,3,3,3,3,3,1,2,1,0,0,1,0,1,0,1,1,0,4,3,3,2,4,3,11,12,10
72,1,0,17,0,1,1,2,1,4,3,2,2,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10
73,0,0,18,0,0,0,3,2,5,5,3,0,2,3,2,0,1,0,0,0,0,0,1,3,3,2,1,1,2,6,7,9
74,1,1,17,1,0,0,3,2,5,5,2,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,2,5,10,16,18
75,1,1,15,1,1,1,4,0,1,5,3,2,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,0,12,11
76,1,0,17,1,0,1,2,4,3,3,3,1,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15
77,1,0,17,1,1,1,3,3,5,5,1,2,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,15,12
78,1,1,17,1,0,1,2,3,3,3,2,1,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,10,11
79,1,1,18,1,0,1,3,1,3,3,3,2,2,1,0,0,0,0,1,1,1,1,1,3,3,4,4,5,4,2,11,11
80,0,1,18,0,0,1,1,2,4,3,4,1,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,9,10
81,0,0,19,0,1,1,1,1,4,5,3,0,2,2,1,0,1,0,0,1,1,1,1,4,3,3,1,1,3,4,7,8
82,0,1,19,0,1,1,1,1,5,3,4,2,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,5,8
83,0,0,18,1,1,1,4,4,1,1,2,2,2,2,0,0,0,0,1,0,1,1,0,4,3,5,1,2,1,0,18,18
84,1,0,16,1,0,1,1,2,5,3,2,1,1,2,0,1,0,0,1,1,1,1,0,4,4,3,1,1,1,0,13,13
85,1,0,17,1,0,0,4,2,1,5,3,2,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,15,14
86,0,1,18,1,0,1,1,1,4,4,3,2,2,2,0,0,1,0,1,1,1,0,0,4,3,3,1,4,5,6,10,9
87,1,0,15,0,1,1,3,4,3,1,3,1,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,10,11
88,0,0,19,1,0,1,2,2,5,5,1,2,1,3,0,0,0,0,0,1,1,1,1,5,4,5,1,1,1,0,12,13
89,1,0,17,1,1,1,4,4,2,2,3,2,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,14,15
90,0,0,16,1,0,1,4,4,3,3,4,1,2,1,0,0,1,0,0,1,1,0,0,5,1,3,1,2,5,1,11,11
91,0,0,17,0,1,1,2,2,4,5,4,2,1,1,0,0,1,1,0,1,1,1,0,5,1,3,1,2,5,5,9,9
92,1,0,16,1,1,1,1,1,4,5,1,2,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,12,13
93,0,1,15,0,0,1,4,1,2,3,2,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,7,7,9
94,1,1,16,0,1,0,4,4,5,1,2,2,2,3,0,0,1,0,1,1,1,1,1,2,4,3,1,1,5,4,13,13
95,1,0,18,1,1,1,3,4,5,5,3,2,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,11,12
96,1,0,15,1,1,1,4,4,1,2,2,2,1,2,0,0,1,0,0,1,1,1,0,3,3,3,1,2,2,2,14,14
97,1,0,17,1,0,0,3,3,3,5,1,2,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,12,12
98,0,0,17,0,1,1,4,1,5,5,4,2,1,1,0,0,0,0,0,1,1,1,1,4,2,3,1,2,5,1,13,14
99,1,0,15,1,1,1,4,4,1,1,3,2,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,13,14
100,1,1,18,1,1,1,2,2,5,5,1,2,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9,10,9
101,0,1,17,0,1,1,4,4,2,5,3,1,3,1,3,0,0,0,1,1,1,1,1,3,3,3,1,3,5,2,9,9
102,0,1,16,1,1,1,2,1,2,3,4,2,2,2,0,0,0,0,0,0,1,1,1,4,2,2,1,4,5,2,9,7
103,1,0,15,0,1,1,3,4,3,2,3,2,1,3,0,1,1,0,1,1,1,1,0,4,3,2,1,1,5,2,11,12
104,1,0,17,1,1,1,2,2,5,5,3,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,12,12
105,0,1,17,1,1,1,2,3,5,3,1,1,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,14,15
106,1,0,15,1,0,0,4,3,5,5,3,2,1,2,0,1,1,1,1,1,1,1,1,5,2,2,1,1,5,4,10,11
107,1,0,15,1,1,1,4,4,3,1,4,1,1,2,0,1,1,0,1,0,1,1,0,4,4,4,1,1,3,2,13,12
108,1,0,16,1,1,1,2,2,5,5,1,2,1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0,12,12
109,1,0,18,0,1,0,3,2,5,3,1,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,12,9
110,0,0,17,1,0,1,4,4,4,4,3,2,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,15,14
111,1,1,15,1,1,0,2,2,5,5,1,0,1,3,0,0,1,0,0,1,1,1,1,4,5,2,1,1,3,0,14,14
112,0,0,18,0,0,0,4,2,1,5,2,2,1,2,0,0,0,0,1,1,1,1,1,5,3,1,1,1,5,0,5,0
113,0,1,18,1,1,1,4,4,1,1,1,1,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,17,18
114,0,0,17,0,1,1,1,1,4,5,2,2,2,1,0,0,1,0,1,0,1,1,1,4,4,5,1,2,5,0,11,11
115,0,0,17,0,1,1,3,1,4,5,2,2,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10,8,9
116,1,1,16,0,1,1,3,3,3,3,2,2,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11,10
117,0,0,15,0,1,1,3,3,4,5,3,2,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,10,10
118,1,0,17,1,1,1,2,2,5,5,3,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,14,13
119,1,1,19,1,1,1,3,2,3,4,1,2,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,11,9
120,1,0,17,1,1,1,1,1,4,5,2,2,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,12
121,1,1,16,1,0,1,1,1,5,5,1,2,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9
122,1,0,16,0,1,1,2,2,3,3,2,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13
123,1,1,17,1,0,1,4,4,3,5,1,2,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,15,13,12
124,1,1,18,1,1,1,4,3,1,5,3,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,10,10
125,1,0,17,1,0,1,2,2,3,5,3,2,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,12
126,1,1,16,1,0,1,4,3,2,5,1,1,1,1,0,0,0,0,1,1,1,1,0,3,1,3,1,3,5,6,12,12
127,1,0,17,1,1,1,2,3,4,5,1,1,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12,13
128,1,0,18,0,0,1,1,1,4,5,2,2,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,17,17
129,1,0,19,1,1,1,1,1,5,5,3,0,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,10,10
130,1,0,18,1,1,1,4,3,5,5,2,1,1,4,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,17
131,1,0,19,1,0,0,1,1,5,5,3,0,3,2,2,0,1,0,0,0,1,1,1,5,3,4,1,1,4,2,8,8
132,1,1,19,1,1,1,2,1,5,5,2,2,1,1,0,0,0,0,0,1,1,1,0,5,3,4,1,4,4,10,7,11
133,1,0,17,1,1,1,4,3,5,5,2,2,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,16,11,9
134,1,0,15,0,1,1,1,1,5,5,3,2,3,1,1,0,0,0,1,1,1,1,1,5,5,5,1,1,1,2,8,9
135,0,0,19,1,1,1,1,1,4,3,4,1,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0,5,0
136,0,0,16,1,1,1,3,3,5,5,2,2,1,1,0,0,0,0,1,1,0,1,1,4,5,4,1,1,4,0,14,13
137,1,0,17,1,1,1,2,2,4,4,3,2,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12,12
138,1,0,17,1,0,1,3,3,5,5,2,2,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,32,14,13
139,1,0,18,1,1,1,1,1,5,5,1,2,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,12,13
140,1,1,19,0,1,1,3,2,4,3,1,0,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,11,10
141,1,1,16,1,0,1,2,1,4,5,3,2,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,9,10
142,1,0,15,1,0,0,2,1,4,5,1,2,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,11,10
143,1,1,16,1,0,1,2,2,5,5,1,2,1,2,0,0,0,0,0,1,1,1,0,4,4,4,1,1,3,0,13,12
144,0,0,17,1,1,1,4,2,1,3,1,2,1,2,0,1,1,0,1,1,1,1,0,5,5,5,1,3,5,0,8,8
145,1,0,18,1,0,1,1,1,5,5,1,2,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,13
146,1,1,18,1,1,1,2,1,5,5,1,2,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,16
147,0,1,18,0,1,1,2,1,5,5,4,2,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0,7,7
148,0,0,16,1,1,1,1,2,5,3,3,2,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,3,9,8
149,0,0,16,0,0,1,1,2,5,5,2,2,2,1,0,0,0,0,1,1,1,1,0,5,4,5,1,4,2,0,14,14
150,1,1,18,1,1,1,2,2,3,5,1,2,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,12,11
151,0,0,16,0,1,1,2,2,4,5,3,2,2,2,1,0,1,0,1,0,1,0,0,4,4,4,2,3,5,2,12,11
152,0,1,16,1,0,0,2,2,5,3,3,1,2,2,0,0,1,0,0,0,1,1,1,4,1,2,2,2,5,0,12,13
153,1,0,18,1,0,1,4,3,2,3,3,2,2,1,0,0,1,0,0,1,1,1,0,3,2,4,1,4,1,8,12,12
154,1,0,18,0,1,1,2,2,4,5,3,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,14,13
155,1,0,17,1,1,1,1,1,5,3,3,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10
156,1,0,17,1,1,0,3,3,2,5,2,2,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13
157,1,0,17,0,0,0,1,4,5,5,3,0,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9
158,1,1,15,1,0,0,4,2,2,2,4,1,2,1,0,0,0,0,0,1,1,0,0,5,5,5,3,4,5,4,10,9
159,1,0,16,1,1,1,1,1,3,3,3,1,4,1,0,1,1,0,1,0,1,1,1,5,5,5,5,5,5,0,10,10
160,1,0,20,0,1,1,2,1,5,5,3,0,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8,10,12
161,1,1,17,1,0,1,4,3,2,5,3,2,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8,15,15
162,0,0,18,1,1,1,3,3,3,3,4,2,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,13,12
163,1,1,15,1,1,1,4,4,2,2,4,1,1,1,0,0,1,1,0,1,1,1,0,5,4,2,1,1,5,0,11,12
164,1,0,18,0,1,1,2,1,5,5,2,2,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,8,9
165,1,1,15,1,0,1,4,4,2,3,3,1,1,1,0,0,1,0,1,1,1,1,0,4,3,3,1,3,5,0,12,13
166,1,1,18,1,1,1,4,2,1,5,1,2,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,15,16
167,1,1,16,1,1,1,3,2,4,5,2,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12
168,0,0,18,1,1,0,2,4,5,3,2,1,1,2,1,0,1,0,0,1,1,1,0,2,3,2,1,3,1,8,8,5
169,1,0,15,1,0,0,3,3,5,5,4,2,1,1,0,0,0,0,0,1,1,1,0,5,3,4,4,4,1,0,13,12
170,1,1,17,1,1,1,3,1,3,5,4,2,1,2,0,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,11,11
171,1,0,16,1,1,1,1,3,4,3,1,2,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,14,13
172,0,0,18,1,1,1,2,3,4,3,3,1,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,10,10
173,0,0,16,0,1,1,1,2,5,5,1,1,1,3,0,1,1,0,0,0,1,1,1,4,3,4,1,1,3,5,13,14
174,1,1,19,0,1,1,3,3,5,3,2,1,1,2,0,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,10,10
175,1,1,16,1,1,1,4,3,1,5,1,2,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,11,10
176,0,0,15,0,0,1,2,2,5,5,4,1,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,14,11
177,1,0,21,1,0,1,4,4,5,5,2,0,1,3,2,0,0,1,1,1,1,1,0,3,3,2,1,1,5,0,9,12
178,1,0,17,1,1,1,3,2,5,5,1,2,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,12,13
179,1,0,17,0,0,1,2,2,3,3,3,2,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,11,11
180,1,1,18,1,1,1,2,1,3,3,2,2,1,3,0,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,14,15
181,1,1,17,1,1,1,4,4,1,1,2,2,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,13
182,1,0,15,1,0,1,4,2,2,5,4,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0,16,14
183,0,0,18,0,0,1,2,2,3,3,3,2,1,2,1,0,1,0,1,1,1,1,0,2,3,3,1,2,4,3,7,6
184,1,1,18,1,1,1,2,2,5,4,3,0,1,1,1,0,1,0,1,0,0,1,1,4,4,3,2,2,1,26,7,8
185,0,0,17,1,1,1,4,1,2,4,3,2,1,1,0,0,1,0,0,1,1,0,1,3,2,2,1,1,5,0,8,10
186,1,0,17,1,0,1,4,3,2,5,2,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12
187,1,0,18,1,0,1,4,2,1,5,3,2,1,2,0,0,1,0,1,1,1,1,0,4,2,2,1,1,3,0,14,17
188,1,1,17,0,1,1,2,1,5,5,3,2,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,12,12
189,0,0,16,1,0,1,1,1,4,5,4,2,3,2,0,0,1,0,0,1,1,1,0,4,3,2,1,3,5,6,6,8
190,0,0,17,1,1,0,1,0,5,5,4,2,2,2,0,0,0,0,0,1,1,1,1,4,4,5,1,1,4,1,11,9
191,1,0,18,0,1,1,3,1,5,5,2,2,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8
192,1,0,16,1,1,1,4,3,5,4,3,2,1,3,0,1,1,0,0,1,1,1,0,5,3,5,1,1,3,2,12,13
193,1,1,15,1,1,1,4,4,3,5,3,2,1,1,0,0,1,1,1,0,1,1,0,5,3,3,1,1,5,2,12,13
194,0,1,15,0,1,1,1,1,5,5,3,2,4,2,0,0,1,0,1,1,1,0,1,5,4,5,2,4,4,8,7,9
